Start,End,Lobbyist,Client,Industry,Cluster
2014-01-03,2017-01-04,Michael Whellan,St. David's Foundation,Healthcare Provider,692
2014-01-03,2016-02-02,R. Haywood,Austin Chronicle,Property Owner,684
2014-01-03,2016-02-02,R. Haywood,Met Center,Property Owner,463
2014-01-03,2016-02-02,R. Haywood,South IH-35 Investors,Property Owner,678
2014-01-03,2016-02-02,Rick Triplett,"Austin American-Statesman,",Property Owner,684
2014-01-03,2016-02-02,R. Haywood,"Austin American-Statesman,",Property Owner,684
2014-01-03,2016-02-02,Peter Cesaro,"Austin American-Statesman,",Property Owner,684
2014-01-03,2016-02-02,R. Haywood,SXSW,Music Industry,641
2014-01-03,2015-01-03,Rick Triplett,Coover and Coover,Property Owner,679
2014-01-03,2017-01-12,Rick Triplett,Austin Chronicle,Property Owner,684
2014-01-03,2017-01-12,Rick Triplett,Met Center,Property Owner,463
2014-01-03,2017-01-12,Rick Triplett,South IH-35 Investors,Property Owner,678
2014-01-03,2017-01-12,Rick Triplett,SXSW,Music Industry,641
2014-01-03,2017-01-04,Michael Whellan,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,694
2014-01-03,2015-01-03,Michael Whellan,Finley Company,Property Owner,765
2014-01-03,2017-01-04,Michael Whellan,Texas Disposal Systems,Waste Disposal,638
2014-01-03,2017-01-12,Rick Triplett,Highland Management,Real Estate Development,705
2014-01-03,2016-02-02,R. Haywood,Highland Management,Real Estate Development,705
2014-01-03,2017-01-12,Peter Cesaro,Highland Management,Real Estate Development,705
2014-01-03,2016-01-13,Stephen Butler,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2014-01-03,2017-01-12,Peter Cesaro,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2014-01-03,2017-01-12,Rick Triplett,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2014-01-03,2016-02-02,R. Haywood,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2014-01-03,2017-01-12,Rick Triplett,"Pinkston, Lica",Property Owner,191
2014-01-03,2016-01-13,Stephen Butler,Alliance Residential,Real Estate Development,682
2014-01-03,2016-01-13,Stephen Butler,"Riverside Resources Investments, Limited",Property Owner,100
2014-01-03,2016-02-02,R. Haywood,"Lorenz, Perry",Property Owner,320
2014-01-03,2016-02-02,Rick Triplett,"Lorenz, Perry",Property Owner,320
2014-01-03,2016-01-13,Stephen Butler,Taylor Morrison of Texas,Property Owner/Developer,611
2014-01-03,2017-01-12,Peter Cesaro,"Wong, M.D., Mitchel",Property Owner,700
2014-01-03,2016-02-02,R. Haywood,"Wong, M.D., Mitchel",Property Owner,700
2014-01-03,2017-01-12,Rick Triplett,"Wong, M.D., Mitchel",Property Owner,700
2014-01-03,2017-01-12,Rick Triplett,Zydeco Development,Real Estate Development,462
2014-01-03,2016-02-02,R. Haywood,Zydeco Development,Real Estate Development,462
2014-01-03,2016-02-02,R. Haywood,Film Society of Austin,Film Industry,702
2014-01-03,2016-02-02,R. Haywood,Finley Company,Property Owner,765
2014-01-03,2016-02-02,R. Haywood,Lampting,Property Owner,677
2014-01-03,2017-01-12,Rick Triplett,Film Society of Austin,Film Industry,702
2014-01-03,2017-01-12,Rick Triplett,Finley Company,Property Owner,765
2014-01-03,2015-01-03,R. Haywood,Coover and Coover,Property Owner,679
2014-01-03,2017-01-12,Peter Cesaro,Twin Oaks Associates,Property Owner,536
2014-01-03,2016-02-02,R. Haywood,Twin Oaks Associates,Property Owner,536
2014-01-03,2016-02-02,R. Haywood,Bread and Circus,Property Owner,669
2014-01-03,2016-02-02,R. Haywood,"Hillin Jr., Robert",Property Owner,671
2014-01-03,2017-01-12,Rick Triplett,Twin Oaks Associates,Property Owner,536
2014-01-03,2016-02-02,R. Haywood,"Rodriguez, Robert A.",Property Owner,748
2014-01-03,2016-02-02,R. Haywood,Troublemaker Studios,Film Industry,672
2014-01-03,2016-01-13,Stephen Butler,Ardent Residential,Property Owner/ Developer,762
2014-01-03,2017-01-04,Michael Whellan,Ardent Residential,Property Owner/ Developer,762
2014-01-03,2017-01-12,Peter Cesaro,Zydeco Development,Real Estate Development,462
2014-01-03,2017-01-12,Peter Cesaro,Bread and Circus,Property Owner,669
2014-01-03,2017-01-12,Peter Cesaro,"Hillin Jr., Robert",Property Owner,671
2014-01-03,2017-01-12,Peter Cesaro,Troublemaker Studios,Film Industry,672
2014-01-03,2017-01-12,Peter Cesaro,"Rodriguez, Robert A.",Property Owner,748
2014-01-03,2017-01-12,Peter Cesaro,Film Society of Austin,Film Industry,702
2014-01-03,2017-01-12,Peter Cesaro,Finley Company,Property Owner,765
2014-01-03,2017-01-12,Peter Cesaro,Weekley Homes,Home Builder,568
2014-01-03,2017-01-12,Peter Cesaro,Tantallon Austin Hotel,Land Owner,715
2014-01-03,2016-02-02,Peter Cesaro,"Lorenz, Perry",Property Owner,320
2014-01-03,2017-01-12,Peter Cesaro,"Ayers, Robert A.",Property Owner,729
2014-01-03,2017-01-04,Michael Whellan,Cypress Realty,Real Estate Development,112
2014-01-03,2017-01-04,Michael Whellan,"Riverside Resources Investments, Limited",Property Owner,100
2014-01-03,2017-01-04,Michael Whellan,Stratus Properties,Live Music and Real Estate Development,523
2014-01-03,2017-01-04,Michael Whellan,SXSW,Entertainment Industry,642
2014-01-03,2016-02-02,R. Haywood,"Pinkston, Lica",Property Owner,191
2014-01-03,2016-02-02,R. Haywood,Tantallon Austin Hotel,Land Owner,715
2014-01-03,2016-02-02,R. Haywood,Weekley Homes,Home Builder,568
2014-01-03,2016-02-02,R. Haywood,"Ayers, Robert A.",Property Owner,729
2014-01-03,2016-02-02,R. Haywood,"Logan, Ellen Anderson",Property Owner,689
2014-01-03,2016-01-13,Stephen Butler,Ashton Woods Homes,Property Owner/Developer,732
2014-01-03,2016-01-13,Stephen Butler,5453 Burnet Park Venture,Property Owner/Developer,763
2014-01-03,2016-01-13,Stephen Butler,KB Home Lone Star,Real Estate Development,735
2014-01-03,2015-01-03,Stephen Butler,1219 South Lamar Venture,Property Owner/Developer,763
2014-01-03,2017-01-12,Rick Triplett,"Ayers, Robert A.",Property Owner,729
2014-01-03,2017-01-12,Rick Triplett,Tantallon Austin Hotel,Land Owner,715
2014-01-03,2017-01-12,Rick Triplett,Weekley Homes,Home Builder,568
2013-01-03,2014-01-03,Wm. Bray,Alliance Residential,Real Estate Development,682
2013-01-03,2014-01-03,Wm. Bray,Jack Brown Family III,Property Owner/Developer,691
2013-01-03,2014-01-03,Wm. Bray,KB Home,Real Estate Development,734
2013-01-03,2014-01-03,Wm. Bray,1219 South Lamar Venture,Property Owner/Developer,763
2013-01-03,2014-01-03,Wm. Bray,Austin Children's Museum,Property Owner/Developer,730
2013-01-03,2014-01-03,Wm. Bray,Coover and Coover,Property Owner,679
2013-01-03,2014-01-03,Wm. Bray,5453 Burnet Park Venture,Property Owner/Developer,763
2013-01-03,2014-01-03,Wm. Bray,"Pinkston, Lica",Property Owner,191
2013-01-03,2014-01-03,Wm. Bray,"Riverside Resources Investments, Limited",Property Owner,100
2013-01-03,2014-01-03,Wm. Bray,"Ayers, Robert A.",Property Owner,729
2013-01-03,2014-01-03,Wm. Bray,Kevin Hunter Camco Land,Property Owner,742
2013-01-03,2014-01-03,Wm. Bray,Highland Management,Real Estate Development,705
2013-01-03,2014-01-03,Wm. Bray,Scarbrough Ventures,Property Owner,771
2013-01-03,2014-01-03,Wm. Bray,Kitchell Development,Real Estate Development,673
2013-01-03,2014-01-03,Nicholas Miller,Alliance Residential,Real Estate Development,682
2013-01-03,2014-01-03,Nicholas Miller,Ardent Residential,Property Owner/ Developer,762
2013-01-03,2014-01-03,Nicholas Miller,Austin Children's Museum,Property Owner/Developer,730
2013-01-03,2014-01-03,Nicholas Miller,"Austin American-Statesman,",Property Owner,684
2013-01-03,2014-01-03,Nicholas Miller,Austin Chronicle,Property Owner,684
2013-01-03,2014-01-03,Nicholas Miller,"Avellan, Elizabeth",Property Owner,747
2013-01-03,2014-01-03,Nicholas Miller,"Ayers, Robert A.",Property Owner,729
2013-01-03,2014-01-03,Nicholas Miller,Bread and Circus,Property Owner,669
2013-01-03,2014-01-03,Nicholas Miller,Kevin Hunter Camco Land,Property Owner,742
2013-01-03,2014-01-03,Nicholas Miller,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,694
2013-01-03,2014-01-03,Nicholas Miller,Christopher Commercial,Property Owner,557
2013-01-03,2014-01-03,Nicholas Miller,Churchill Forge,Property Owner/Manager,756
2013-01-03,2014-01-03,Nicholas Miller,Coover and Coover,Property Owner,679
2013-01-03,2014-01-03,Nicholas Miller,Constructive Ventures,Property Owner,686
2013-01-03,2014-01-03,Nicholas Miller,Cottonwood Holdings,Property Owner,758
2013-01-03,2014-01-03,Nicholas Miller,"Charles S. Dildy and Bertha Magdelan Steger Dildy, Trustees",Property Owner,1
2013-01-03,2014-01-03,Nicholas Miller,Dwyer Realty Companies,Land Development,803
2013-01-03,2014-01-03,Nicholas Miller,EYA Investments,Property Owner,749
2013-01-03,2014-01-03,Nicholas Miller,Falkin/Platnick Realty Group,Property Owner,759
2013-01-03,2014-01-03,Nicholas Miller,Farm Credit Bank of Texas,Property Owner,760
2013-01-03,2014-01-03,Nicholas Miller,5453 Burnet Park Venture,Property Owner/Developer,763
2013-01-03,2014-01-03,Nicholas Miller,Film Society of Austin,Film Industry,702
2013-01-03,2014-01-03,Nicholas Miller,Finley Company,Property Owner,765
2013-01-03,2014-01-03,Nicholas Miller,Highland Management,Real Estate Development,705
2013-01-03,2014-01-03,Nicholas Miller,"Hillin Jr., Robert",Property Owner,671
2013-01-03,2014-01-03,Nicholas Miller,INTCO Development of Texas,Property Owner,345
2013-01-03,2014-01-03,Nicholas Miller,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Companies,Property Owner,761
2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Family III,Property Owner/Developer,691
2013-01-03,2014-01-03,Nicholas Miller,KB Home,Real Estate Development,734
2013-01-03,2014-01-03,Nicholas Miller,Kitchell Development,Real Estate Development,673
2013-01-03,2014-01-03,Nicholas Miller,"Knight, Robert - Knight Real Estate",Property Owner,728
2013-01-03,2014-01-03,Nicholas Miller,KXAN,Property Owner,764
2013-01-03,2014-01-03,Nicholas Miller,Lack and Hurley,Property Owner,766
2013-01-03,2014-01-03,Nicholas Miller,Lampting,Property Owner,677
2013-01-03,2014-01-03,Nicholas Miller,"Logan, Ellen Anderson",Property Owner,689
2013-01-03,2014-01-03,Nicholas Miller,"Lorenz, Perry",Property Owner,320
2013-01-03,2014-01-03,Nicholas Miller,Scarbrough Ventures,Property Owner,771
2013-01-03,2014-01-03,Nicholas Miller,Met Center,Property Owner,463
2013-01-03,2014-01-03,Nicholas Miller,"Moritz, Jim/Moritz Properties",Property Owner,773
2013-01-03,2014-01-03,Nicholas Miller,The Muskin Company,Property Owner,774
2013-01-03,2014-01-03,Nicholas Miller,Munson Park,Property Owner/Developer,162
2013-01-03,2014-01-03,Nicholas Miller,"Pinkston, Lica",Property Owner,191
2013-01-03,2014-01-03,Nicholas Miller,Presidio Pictures,Film Industry,660
2013-01-03,2014-01-03,Nicholas Miller,"Riverside Resources Investments, Limited",Property Owner,100
2013-01-03,2014-01-03,Nicholas Miller,"Robbins, Freddie H.",Property Owner,777
2013-01-03,2014-01-03,Nicholas Miller,"Robbins, Stuart B.",Property Owner,800
2013-01-03,2014-01-03,Nicholas Miller,"Rodriguez, Robert A.",Property Owner,748
2013-01-03,2014-01-03,Nicholas Miller,St. David's Foundation,Healthcare Provider,692
2013-01-03,2014-01-03,Nicholas Miller,Saint Edward's University,Real Property Owner,161
2013-01-03,2014-01-03,Nicholas Miller,South IH-35 Investors,Property Owner,678
2013-01-03,2014-01-03,Nicholas Miller,Southwest Parkway Partners,Property Owner,162
2013-01-03,2014-01-03,Nicholas Miller,Stratagem Development.,Property Owner,779
2013-01-03,2014-01-03,Nicholas Miller,SXSW,Music Industry,641
2013-01-03,2014-01-03,Nicholas Miller,Taylor Morrison of Texas,Property Owner/Developer,611
2013-01-03,2014-01-03,Nicholas Miller,New TPG Four Points,Property Owner,860
2013-01-03,2014-01-03,Nicholas Miller,Treaty Oak Bank,Property Owner,869
2013-01-03,2014-01-03,Nicholas Miller,Troublemaker Studios,Film Industry,672
2013-01-03,2014-01-03,Nicholas Miller,"Turner, Ben",Property Owner,783
2013-01-03,2014-01-03,Nicholas Miller,1219 South Lamar Venture,Property Owner/Developer,763
2013-01-03,2014-01-03,Nicholas Miller,Twin Oaks Associates,Property Owner,536
2013-01-03,2014-01-03,Nicholas Miller,"Tynberg, Alex and Elisabeth",Property Owner,784
2013-01-03,2014-01-03,Nicholas Miller,URSTCO GP,"Sales, Business and Rental",785
2013-01-03,2014-01-03,Nicholas Miller,"Warshaw, Larry",Property Owner,685
2013-01-03,2014-01-03,Nicholas Miller,"Wong, M.D., Mitchel",Property Owner,700
2013-01-03,2014-01-03,Nicholas Miller,Zapalac/Reed Construction Company,Construction,788
2013-01-03,2014-01-03,Nicholas Miller,Zydeco Development,Real Estate Development,462
2013-01-03,2014-01-03,Wm. Bray,Christopher Commercial,Property Owner,557
2013-01-03,2014-01-03,Wm. Bray,Constructive Ventures,Property Owner,686
2013-01-03,2014-01-03,Wm. Bray,Jack Brown Companies,Property Owner,761
2013-01-03,2014-01-03,Wm. Bray,St. David's Foundation,Healthcare Provider,692
2013-01-03,2014-01-03,Wm. Bray,South IH-35 Investors,Property Owner,678
2013-01-03,2014-01-03,Wm. Bray,"Knight, Robert - Knight Real Estate",Property Owner,728
2013-01-03,2014-01-03,Wm. Bray,"Logan, Ellen Anderson",Property Owner,689
2013-01-03,2014-01-03,Wm. Bray,Munson Park,Property Owner/Developer,162
2013-01-03,2014-01-03,Wm. Bray,The Muskin Company,Property Owner,774
2013-01-03,2014-01-03,Wm. Bray,URSTCO GP,"Sales, Business and Rental",785
2013-01-03,2014-01-03,Wm. Bray,Treaty Oak Bank,Property Owner,869
2013-01-03,2014-01-03,Wm. Bray,"Warshaw, Larry",Property Owner,685
2013-01-03,2014-01-03,Wm. Bray,Zapalac/Reed Construction Company,Construction,788
2013-01-03,2014-01-03,Wm. Bray,"Avellan, Elizabeth",Property Owner,747
2013-01-03,2014-01-03,Wm. Bray,"Austin American-Statesman,",Property Owner,684
2013-01-03,2014-01-03,Wm. Bray,Bread and Circus,Property Owner,669
2013-01-03,2014-01-03,Wm. Bray,EYA Investments,Property Owner,749
2013-01-03,2014-01-03,Wm. Bray,"Hillin Jr., Robert",Property Owner,671
2013-01-03,2014-01-03,Wm. Bray,Presidio Pictures,Film Industry,660
2013-01-03,2014-01-03,Wm. Bray,"Rodriguez, Robert A.",Property Owner,748
2013-01-03,2014-01-03,Wm. Bray,Troublemaker Studios,Film Industry,672
2013-01-03,2014-01-03,Wm. Bray,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,694
2013-01-03,2014-01-03,Wm. Bray,Churchill Forge,Property Owner/Manager,756
2013-01-03,2014-01-03,Wm. Bray,Cottonwood Holdings,Property Owner,758
2013-01-03,2014-01-03,Wm. Bray,Dwyer Realty Companies,Land Development,803
2013-01-03,2014-01-03,Wm. Bray,Falkin/Platnick Realty Group,Property Owner,759
2013-01-03,2014-01-03,Wm. Bray,Farm Credit Bank of Texas,Property Owner,760
2013-01-03,2014-01-03,Wm. Bray,"International Bank of Commerce, Laredo, Texas",Property Owner,695
2013-01-03,2014-01-03,Wm. Bray,INTCO Development of Texas,Property Owner,345
2013-01-03,2014-01-03,Wm. Bray,KXAN,Property Owner,764
2013-01-03,2014-01-03,Wm. Bray,Lack and Hurley,Property Owner,766
2013-01-03,2014-01-03,Wm. Bray,"Lorenz, Perry",Property Owner,320
2013-01-03,2014-01-03,Wm. Bray,Met Center,Property Owner,463
2013-01-03,2014-01-03,Wm. Bray,"Moritz, Jim/Moritz Properties",Property Owner,773
2013-01-03,2014-01-03,Wm. Bray,Taylor Morrison of Texas,Property Owner/Developer,611
2013-01-03,2014-01-03,Wm. Bray,Saint Edward's University,Real Property Owner,161
2013-01-03,2014-01-03,Wm. Bray,New TPG Four Points,Property Owner,860
2013-01-03,2014-01-03,Wm. Bray,"Turner, Ben",Property Owner,783
2013-01-03,2014-01-03,Wm. Bray,"Wong, M.D., Mitchel",Property Owner,700
2013-01-03,2014-01-03,Wm. Bray,Zydeco Development,Real Estate Development,462
2013-01-03,2014-01-03,Wm. Bray,Ardent Residential,Property Owner/ Developer,762
2013-01-03,2014-01-03,Wm. Bray,"Charles S. Dildy and Bertha Magdelan Steger Dildy, Trustees",Property Owner,1
2013-01-03,2014-01-03,Wm. Bray,Film Society of Austin,Film Industry,702
2013-01-03,2014-01-03,Wm. Bray,Finley Company,Property Owner,765
2013-01-03,2014-01-03,Wm. Bray,Lampting,Property Owner,677
2013-01-03,2014-01-03,Wm. Bray,Twin Oaks Associates,Property Owner,536
2013-01-03,2014-01-03,Wm. Bray,Austin Chronicle,Property Owner,684
2013-01-03,2014-01-03,Wm. Bray,"Robbins, Freddie H.",Property Owner,777
2013-01-03,2014-01-03,Wm. Bray,"Robbins, Stuart B.",Property Owner,800
2013-01-03,2014-01-03,Wm. Bray,Southwest Parkway Partners,Property Owner,162
2013-01-03,2014-01-03,Wm. Bray,Stratagem Development.,Property Owner,779
2013-01-03,2014-01-03,Wm. Bray,SXSW,Music Industry,641
2013-01-03,2014-01-03,Wm. Bray,"Tynberg, Alex and Elisabeth",Property Owner,784
2014-09-04,2015-09-04,John Joseph,Austin Apartment Association,Association,804
2014-07-18,2015-07-18,Pamela Madere,KB Home Lone Star,Real Estate Development,735
2014-07-01,2015-07-01,Henry Gilmore,Wal-Mart,Retail Merchant,224
2014-09-04,2015-09-04,John Joseph,Kenneth Marx,Real Estate,951
2014-09-04,2015-09-04,John Joseph,Red Bluff Partners,Real Estate,952
2014-05-15,2016-05-20,Adam Goldman,Uber Technologies,Information Technology,655
2014-05-15,2015-05-15,Craig Chick,Uber Technologies,Information Technology,655
2014-07-01,2015-07-01,Henry Gilmore,Sackmann Enterprises,Real Estate,675
2013-07-16,2014-07-16,Robert Kleeman,Milestone Community Builders,Real Estate,259
2013-07-16,2014-07-16,Robert Kleeman,St. David's Foundation,Healthcare Provider,815
2013-07-16,2014-07-16,Robert Kleeman,Scotia Western States Housing,Housing Development,953
2013-07-16,2014-07-16,Robert Kleeman,Bob and Michael Herd,Construct house and boatdock,954
2013-07-16,2014-07-16,Robert Kleeman,Deborah Dunn,House Permits,955
2014-07-18,2016-07-20,Pamela Madere,A and M Option 541,Real Estate Development,272
2014-07-18,2015-07-18,Pamela Madere,Austin Apartment Association,Association,804
2015-01-08,2016-01-08,Michele Lynch,Springdale Farms,Real Estate,846
2014-10-09,2016-10-14,Michele Haussmann,Wells Fargo,Real Estate,446
2013-01-04,2014-01-04,Edward Shack,Texas Disposal Systems,Waste Disposal,638
2014-08-01,2016-07-31,Jeffrey Howard,Art at Bratton's Edge,Real Estate Development,817
2014-08-01,2016-07-31,Jeffrey Howard,Canchola and Hyde Productions,Restaurant Operator,820
2014-08-01,2016-07-31,Jeffrey Howard,Neans Investments,Property Owner,821
2014-08-01,2016-07-31,Jeffrey Howard,Velocity Park I,Real Estate Development,822
2014-08-01,2016-07-31,Jeffrey Howard,Simmons Vedder Partners,Real Estate Development,66
2014-08-01,2016-07-31,Jeffrey Howard,The Stratford Company,Real Estate Development,564
2014-08-01,2016-07-31,Jeffrey Howard,La V Restaurant,Restaurant,56
2014-08-01,2016-07-31,Jeffrey Howard,Suzanne Snyder,Property Owner,956
2014-08-01,2016-07-31,Jeffrey Howard,The City School,Private School,824
2014-08-01,2016-07-31,Jeffrey Howard,Century Land Holdings II,Homebuilder,829
2014-08-01,2016-07-31,Jeffrey Howard,Waterloo Development,Real Estate Development,460
2014-08-01,2016-07-31,Jeffrey Howard,Toria and Blake English,Property Owner,197
2014-08-01,2016-07-31,Jeffrey Howard,HTK Development,Real Estate Development,743
2014-08-01,2016-07-31,Jeffrey Howard,AVG Partners,Real Estate Development,597
2014-08-01,2016-07-31,Jeffrey Howard,Dessau Howard,Real Estate Development,72
2014-08-01,2016-07-31,Jeffrey Howard,Johnson Four Corners,Real Estate Development,839
2014-08-01,2016-07-31,Jeffrey Howard,Pulte Homes of Texas,Homebuilder,840
2014-08-01,2016-07-31,Jeffrey Howard,Vinson Radke Investments,Real Estate Development,841
2014-08-01,2016-07-31,Jeffrey Howard,Essex and Delancey,Real Estate Development,72
2014-08-01,2016-07-31,Jeffrey Howard,AJHSCCM,Real Estate Development,847
2014-08-01,2016-07-31,Jeffrey Howard,Endeavor Real Estate Group,Real Estate Development,71
2014-08-05,2015-08-05,Joseph Lessard,Lone Star Rail,Railroad,126
2014-10-09,2016-10-14,Michele Haussmann,Endeavor Real Estate Group,Real Estate Development,71
2014-10-09,2016-10-14,Michele Haussmann,Street Lights Residential,Real Estate Development,265
2014-10-09,2016-10-14,Michele Haussmann,Caledonia Properties,Real Estate,849
2014-10-09,2016-10-14,Michele Haussmann,RJMadden,Real Estate,458
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",Apex Bethel Energy Center,Energy,850
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",Bury,Engu=ineering,253
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III","Cedar Park, TX",Municipal District,475
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",White Lodging Services,Hotel Developers,138
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",Northtown MUD,Utility District,856
2014-05-02,2015-05-02,Glen Coleman,Danley Properties,Builder,957
2015-01-12,2016-01-12,Katie King Ogden,Butler Family Partnership,Real Estate Development,152
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",Freescale,"Design, Testing, Packaging and Marketing of Integraded Circuits",409
2014-10-16,2015-10-16,"Derlis ""Trey"" Salinas III",Spansion,High Tech,120
2014-10-16,2016-10-22,"Derlis ""Trey"" Salinas III",Samsung,High Tech,119
2014-12-11,2015-12-11,Heidi Gerbracht,"The Real Estate Council of Austin, Inc.",Non-profit,497
2014-12-23,2016-12-23,Richard Suttle,Colina West Real Estate,Real Estate Investment/Development,103
2014-12-23,2016-12-23,Richard Suttle,Capitol City Partners,Real Estate Investment/Development,861
2014-12-23,2016-12-23,Richard Suttle,Harmony Public Schools,Real Estate Investment/Development,862
2014-12-23,2016-12-23,Richard Suttle,Dan Byrne,Real Estate Investment/Development,404
2014-12-23,2016-12-23,Richard Suttle,Flux Factory,Real Estate Investment/Development,855
2014-08-01,2015-08-01,Emily Chenevert,Austin Board of Realtors,Real Estate,27
2014-12-23,2016-12-23,Richard Suttle,Trammell Crow Company,Real Estate Development,99
2014-12-23,2016-12-23,Richard Suttle,"Middleton, David",Real Estate Investment/Development,866
2014-12-23,2016-12-23,Richard Suttle,Ryan Companies,Real Estate,447
2014-12-23,2016-12-23,Richard Suttle,James Schoenbaum,Real Estate Investment/Development,867
2014-12-23,2016-12-23,Richard Suttle,"Pacitti, Chris",Real Estate Investment/Development,868
2014-12-23,2016-12-23,Richard Suttle,Manoj Saxena,Real Estate Investment/Development,852
2014-12-23,2016-12-23,Richard Suttle,Simon Property Group,Real Estate Development,229
2015-01-12,2016-01-12,John Donisi,Butler Family Interests,Real Estate,872
2015-01-12,2016-01-12,John Donisi,Catalyst Acquisitions and Development Grp,Real Estate,874
2015-01-12,2016-01-12,John Donisi,Roy Cavanaugh,Real Estate,271
2015-01-12,2016-01-12,John Donisi,Honokea Surf Parks,Real Estate,106
2015-01-12,2016-01-12,John Donisi,Republic Services of Austin,Real,544
2015-01-12,2016-01-12,John Donisi,Senior Quality Lifestyles,Real Estate,878
2015-01-12,2016-01-12,John Donisi,Spire Realty,Real Estate,880
2015-01-12,2016-01-12,John Donisi,Alexa Management,Real Estate Development,881
2013-11-07,2015-02-19,Gerard Branka,Pyramis Global Advisors Holdings,Financial Services,511
2015-01-12,2016-01-12,John Donisi,All Saints Church,Real Estate Development,958
2015-01-12,2016-01-12,John Donisi,Austin Park,Real Estate Development,886
2015-01-12,2016-01-12,Stephen Drenner,PowerFin Texas Solar Projects,Real Estate Development,117
2015-01-12,2016-01-12,Stephen Drenner,St. Mark's Episcopal Church,Real Estate Development,890
2015-01-12,2016-01-12,John Donisi,JLM Financial Investments,Real Estate,892
2014-07-23,2015-07-23,Kevin Flahive,PSW Real Estate,Real Estate Development,69
2015-01-12,2016-01-12,John Donisi,Junior League of Austin,Real Estate Development,893
2015-01-12,2016-01-12,John Donisi,James Schoenbaum,Real Estate Investment/Development,867
2015-01-08,2017-01-06,Joe Garcia,Greater Austin Transportation,Transportation,359
2015-01-12,2016-01-12,Stephen Drenner,"Radtke, Lorin",Real Estate Development,896
2015-01-08,2016-01-08,Michele Lynch,Reagan National Advertising,Outdoor Advertising,832
2015-01-08,2016-01-08,Michele Lynch,The Hanover Company,Real Estate,897
2015-01-08,2017-01-08,Michele Lynch,St. Catherine of Siena,Real Estate Development,0
2015-01-08,2016-01-08,Michele Lynch,Provident Realty Advisors,Real Estate Development,3
2015-01-13,2016-01-13,William Bingham,Lone Star Rail District (Austin-San Antonio Commuter Rail District),Intermunicipal Commuter Rail District planning service,127
2015-01-13,2016-01-13,William Bingham,Rathgeber Investment Co.,Charity and Real Estate,5
2015-01-13,2016-01-13,William Bingham,Round Rock ISD,Education,808
2015-01-09,2016-01-09,Pete Winstead,Austin FBO,Development of FBO site at ABIA,842
2015-01-09,2016-01-09,Pete Winstead,6D Ranch,Real Estate Investment Management,843
2015-01-09,2016-01-09,Pete Winstead,LS Travel Retail North America,"Specialty food, retail and merchandise stores",7
2015-01-12,2016-01-12,Katie King Ogden,Cousins Properties,Real Estate,48
2015-01-12,2016-01-12,Katie King Ogden,Republic Services of Austin,Real,544
2015-01-12,2016-01-12,Katie King Ogden,Senior Quality Lifestyles,Real Estate,878
2015-01-12,2016-01-12,Katie King Ogden,Spire Realty,Real Estate,880
2015-01-12,2017-01-15,Leah Bojo,American Campus Communities,Real Estate Developement,413
2015-01-12,2017-01-15,Leah Bojo,Amplify Federal Credit Union,Real Estate Development,209
2013-01-03,2014-01-03,Nicholas Miller,St. David's Foundation,Healthcare Provider,815
2015-01-12,2017-01-15,Leah Bojo,Pecan Street Association,Real Estate Development,65
2015-01-12,2017-01-15,Leah Bojo,Wells Fargo,Real Estate,446
2015-01-12,2017-01-15,Leah Bojo,Endeavor Real Estate Group,Real Estate Development,71
2015-01-12,2017-01-15,Leah Bojo,MBC Engineers,Real Estate Development,207
2015-01-12,2017-01-15,Leah Bojo,RJMadden,Real Estate,458
2015-01-12,2017-01-15,Leah Bojo,Austin Fairchild Management,Real Estate,959
2015-01-12,2017-01-15,Leah Bojo,Osten Hall,Real Estate,818
2015-01-12,2017-01-15,Leah Bojo,Terrell Gates,Real Estate Development,125
2015-01-12,2017-01-15,Leah Bojo,Megabus Southwest,Real Estate,44
2015-01-12,2017-01-15,Leah Bojo,Western Rim Investment Advisors,Real Estate,187
2015-01-12,2016-01-12,Leah Bojo,Western Rim Investment Advisors,Real Estate,188
2015-01-20,2017-01-19,David Armbrust,Johnson Development,Land use and development,52
2015-01-20,2017-01-19,David Armbrust,"Keating, Pat",Real estate related issues,45
2015-01-20,2017-01-19,David Armbrust,"Straughan, George",Permitting,54
2014-06-09,2016-06-12,Mary Nabers,United Road Towing dba UR Vehicle Management Solutions,"Towing, storage and disposition of vehicles",294
2015-01-29,2017-02-22,Mark Littlefield,BlueWater Systems,Water Resources,792
2014-06-27,2016-06-26,Alexandra Jashinsky,408 Sterzing,Land Development Company,289
